year,region,disease,dalys_millions,global_dalys_millions
2019,China,Chronic respiratory,17.57,100.0
2019,India,Chronic respiratory,21.03,100.0
2019,Southeast Asia,Chronic respiratory,9.76,100.0
2019,Middle East,Chronic respiratory,7.2,100.0
2019,Africa,Chronic respiratory,23.38,100.0
2019,Latin America,Chronic respiratory,6.99,100.0
2019,Oceania,Chronic respiratory,1.04,100.0
2020,North America,Chronic respiratory,4.98,97.5
2020,Western Europe,Chronic respiratory,5.88,97.5
2020,Eastern Europe,Chronic respiratory,4.02,97.5
2020,China,Chronic respiratory,18.89,97.5
2020,India,Chronic respiratory,19.01,97.5
2020,Southeast Asia,Chronic respiratory,9.38,97.5
2020,Middle East,Chronic respiratory,6.55,97.5
2020,Africa,Chronic respiratory,22.32,97.5
2020,Latin America,Chronic respiratory,7.14,97.5
2020,Oceania,Chronic respiratory,0.95,97.5
2021,North America,Chronic respiratory,4.36,95.0
2021,Western Europe,Chronic respiratory,5.55,95.0
2021,Eastern Europe,Chronic respiratory,3.88,95.0
2021,China,Chronic respiratory,17.05,95.0
2021,India,Chronic respiratory,19.14,95.0
2021,Southeast Asia,Chronic respiratory,9.3,95.0
2021,Middle East,Chronic respiratory,6.93,95.0
2021,Africa,Chronic respiratory,21.19,95.0
2021,Latin America,Chronic respiratory,6.81,95.0
2021,Oceania,Chronic respiratory,0.96,95.0
2022,North America,Chronic respiratory,4.9,96.0
2022,Western Europe,Chronic respiratory,5.87,96.0
2022,Eastern Europe,Chronic respiratory,3.7,96.0
2022,China,Chronic respiratory,17.54,96.0
2022,India,Chronic respiratory,19.82,96.0
2022,Southeast Asia,Chronic respiratory,10.05,96.0
2022,Middle East,Chronic respiratory,6.83,96.0
2022,Africa,Chronic respiratory,20.32,96.0
2022,Latin America,Chronic respiratory,6.51,96.0
2022,Oceania,Chronic respiratory,0.94,96.0
2023,North America,Chronic respiratory,4.89,97.0
2023,Western Europe,Chronic respiratory,5.79,97.0
2023,Eastern Europe,Chronic respiratory,3.71,97.0
2023,China,Chronic respiratory,16.69,97.0
2023,India,Chronic respiratory,17.84,97.0
2023,Southeast Asia,Chronic respiratory,8.56,97.0
2023,Middle East,Chronic respiratory,6.75,97.0
2023,Africa,Chronic respiratory,23.42,97.0
2023,Latin America,Chronic respiratory,7.3,97.0
2023,Oceania,Chronic respiratory,0.93,97.0
2024,North America,Chronic respiratory,4.93,98.0
2024,Western Europe,Chronic respiratory,5.55,98.0
2024,Eastern Europe,Chronic respiratory,3.72,98.0
2024,China,Chronic respiratory,16.81,98.0
2024,India,Chronic respiratory,19.42,98.0
2024,Southeast Asia,Chronic respiratory,9.73,98.0
2024,Middle East,Chronic respiratory,6.93,98.0
2024,Africa,Chronic respiratory,22.14,98.0
2024,Latin America,Chronic respiratory,6.77,98.0
2024,Oceania,Chronic respiratory,0.98,98.0
2025,North America,Chronic respiratory,4.74,99.0
2025,Western Europe,Chronic respiratory,5.63,99.0
2025,Eastern Europe,Chronic respiratory,3.73,99.0
2025,China,Chronic respiratory,18.29,99.0
2025,India,Chronic respiratory,19.53,99.0
2025,Southeast Asia,Chronic respiratory,9.19,99.0
2025,Middle East,Chronic respiratory,6.91,99.0
2025,Africa,Chronic respiratory,20.72,99.0
2025,Latin America,Chronic respiratory,7.41,99.0
2025,Oceania,Chronic respiratory,0.97,99.0
2026,North America,Chronic respiratory,5.14,100.0
2026,Western Europe,Chronic respiratory,6.27,100.0
2026,Eastern Europe,Chronic respiratory,3.85,100.0
2026,China,Chronic respiratory,18.05,100.0
2026,India,Chronic respiratory,20.45,100.0
2026,Southeast Asia,Chronic respiratory,10.05,100.0
2026,Middle East,Chronic respiratory,7.1,100.0
2026,Africa,Chronic respiratory,20.86,100.0
2026,Latin America,Chronic respiratory,7.16,100.0
2026,Oceania,Chronic respiratory,0.98,100.0
2010,North America,Neurological disorders,11.15,220.0
2010,Western Europe,Neurological disorders,13.69,220.0
2010,Eastern Europe,Neurological disorders,9.04,220.0
2010,China,Neurological disorders,40.16,220.0
2010,India,Neurological disorders,45.14,220.0
2010,Southeast Asia,Neurological disorders,22.61,220.0
2010,Middle East,Neurological disorders,16.35,220.0
2010,Africa,Neurological disorders,48.33,220.0
2010,Latin America,Neurological disorders,15.5,220.0
2010,Oceania,Neurological disorders,2.28,220.0
2011,North America,Neurological disorders,10.98,224.0
2011,Western Europe,Neurological disorders,12.74,224.0
2011,Eastern Europe,Neurological disorders,9.14,224.0
2011,China,Neurological disorders,39.99,224.0
2011,India,Neurological disorders,42.69,224.0
2011,Southeast Asia,Neurological disorders,22.85,224.0
2011,Middle East,Neurological disorders,16.6,224.0
2011,Africa,Neurological disorders,46.17,224.0
2011,Latin America,Neurological disorders,16.33,224.0
2011,Oceania,Neurological disorders,2.02,224.0
2012,North America,Neurological disorders,11.22,228.0
2012,Western Europe,Neurological disorders,14.73,228.0
2012,Eastern Europe,Neurological disorders,9.0,228.0
2012,China,Neurological disorders,41.19,228.0
2012,India,Neurological disorders,47.01,228.0
2012,Southeast Asia,Neurological disorders,21.29,228.0
2012,Middle East,Neurological disorders,16.01,228.0
2012,Africa,Neurological disorders,50.29,228.0
2012,Latin America,Neurological disorders,17.19,228.0
2012,Oceania,Neurological disorders,2.17,228.0
2013,North America,Neurological disorders,11.42,232.0
2013,Western Europe,Neurological disorders,13.41,232.0
2013,Eastern Europe,Neurological disorders,8.9,232.0
2013,China,Neurological disorders,43.69,232.0
2013,India,Neurological disorders,46.45,232.0
2013,Southeast Asia,Neurological disorders,22.69,232.0
2013,Middle East,Neurological disorders,15.91,232.0
2013,Africa,Neurological disorders,49.9,232.0
2013,Latin America,Neurological disorders,15.94,232.0
2013,Oceania,Neurological disorders,2.21,232.0
2014,North America,Neurological disorders,11.68,236.0
2014,Western Europe,Neurological disorders,13.96,236.0
2014,Eastern Europe,Neurological disorders,9.16,236.0
2014,China,Neurological disorders,42.74,236.0
2014,India,Neurological disorders,47.66,236.0
2014,Southeast Asia,Neurological disorders,23.08,236.0
2014,Middle East,Neurological disorders,16.43,236.0
2014,Africa,Neurological disorders,56.6,236.0
2014,Latin America,Neurological disorders,17.98,236.0
2014,Oceania,Neurological disorders,2.26,236.0
2015,North America,Neurological disorders,11.57,240.0
2015,Western Europe,Neurological disorders,13.8,240.0
2015,Eastern Europe,Neurological disorders,10.01,240.0
2015,China,Neurological disorders,42.52,240.0
2015,India,Neurological disorders,48.46,240.0
2015,Southeast Asia,Neurological disorders,26.0,240.0
2015,Middle East,Neurological disorders,16.79,240.0
2015,Africa,Neurological disorders,54.31,240.0
2015,Latin America,Neurological disorders,17.15,240.0
2015,Oceania,Neurological disorders,2.34,240.0
2016,North America,Neurological disorders,12.78,245.0
2016,Western Europe,Neurological disorders,14.21,245.0
2016,Eastern Europe,Neurological disorders,10.34,245.0
2016,China,Neurological disorders,43.08,245.0
2016,India,Neurological disorders,48.07,245.0
2016,Southeast Asia,Neurological disorders,23.46,245.0
2016,Middle East,Neurological disorders,16.53,245.0
2016,Africa,Neurological disorders,52.99,245.0
2016,Latin America,Neurological disorders,15.56,245.0
2016,Oceania,Neurological disorders,2.43,245.0
2017,North America,Neurological disorders,12.25,250.0
2017,Western Europe,Neurological disorders,15.48,250.0
2017,Eastern Europe,Neurological disorders,10.17,250.0
2017,China,Neurological disorders,43.74,250.0
2017,India,Neurological disorders,49.09,250.0
2017,Southeast Asia,Neurological disorders,24.77,250.0
2017,Middle East,Neurological disorders,18.57,250.0
2017,Africa,Neurological disorders,53.22,250.0
2017,Latin America,Neurological disorders,17.0,250.0
2017,Oceania,Neurological disorders,2.39,250.0
2018,North America,Neurological disorders,12.02,255.0
2018,Western Europe,Neurological disorders,15.49,255.0
2018,Eastern Europe,Neurological disorders,10.28,255.0
2018,China,Neurological disorders,48.32,255.0
2018,India,Neurological disorders,53.17,255.0
2018,Southeast Asia,Neurological disorders,28.07,255.0
2018,Middle East,Neurological disorders,17.8,255.0
2018,Africa,Neurological disorders,55.52,255.0
2018,Latin America,Neurological disorders,16.95,255.0
2018,Oceania,Neurological disorders,2.62,255.0
2019,North America,Neurological disorders,13.06,260.0
2019,Western Europe,Neurological disorders,16.01,260.0
2019,Eastern Europe,Neurological disorders,9.94,260.0
2019,China,Neurological disorders,47.46,260.0
2019,India,Neurological disorders,52.43,260.0
2019,Southeast Asia,Neurological disorders,26.14,260.0
2019,Middle East,Neurological disorders,17.71,260.0
2019,Africa,Neurological disorders,59.99,260.0
2019,Latin America,Neurological disorders,19.76,260.0
2019,Oceania,Neurological disorders,2.49,260.0
2020,North America,Neurological disorders,13.79,268.0
2020,Western Europe,Neurological disorders,14.33,268.0
2020,Eastern Europe,Neurological disorders,11.01,268.0
2020,China,Neurological disorders,44.76,268.0
2020,India,Neurological disorders,52.49,268.0
2020,Southeast Asia,Neurological disorders,25.43,268.0
2020,Middle East,Neurological disorders,18.6,268.0
2020,Africa,Neurological disorders,60.97,268.0
2020,Latin America,Neurological disorders,17.42,268.0
2020,Oceania,Neurological disorders,2.64,268.0
2021,North America,Neurological disorders,13.52,276.0
2021,Western Europe,Neurological disorders,17.64,276.0
2021,Eastern Europe,Neurological disorders,11.23,276.0
2021,China,Neurological disorders,47.39,276.0
2021,India,Neurological disorders,54.17,276.0
2021,Southeast Asia,Neurological disorders,29.37,276.0
2021,Middle East,Neurological disorders,19.88,276.0
2021,Africa,Neurological disorders,58.53,276.0
2021,Latin America,Neurological disorders,19.11,276.0
2021,Oceania,Neurological disorders,2.73,276.0
2022,North America,Neurological disorders,13.73,280.7
2022,Western Europe,Neurological disorders,15.73,280.7
2022,Eastern Europe,Neurological disorders,10.93,280.7
2022,China,Neurological disorders,53.41,280.7
2022,India,Neurological disorders,55.28,280.7
2022,Southeast Asia,Neurological disorders,27.95,280.7
2022,Middle East,Neurological disorders,19.76,280.7
2022,Africa,Neurological disorders,67.48,280.7
2022,Latin America,Neurological disorders,19.65,280.7
2022,Oceania,Neurological disorders,2.93,280.7
2023,North America,Neurological disorders,13.93,285.3
2023,Western Europe,Neurological disorders,16.94,285.3
2023,Eastern Europe,Neurological disorders,11.42,285.3
2023,China,Neurological disorders,49.79,285.3
2023,India,Neurological disorders,56.6,285.3
2023,Southeast Asia,Neurological disorders,29.57,285.3
2023,Middle East,Neurological disorders,19.34,285.3
2023,Africa,Neurological disorders,62.77,285.3
2023,Latin America,Neurological disorders,20.55,285.3
2023,Oceania,Neurological disorders,2.76,285.3
2024,North America,Neurological disorders,15.15,290.0
2024,Western Europe,Neurological disorders,17.45,290.0
2024,Eastern Europe,Neurological disorders,11.52,290.0
2024,China,Neurological disorders,48.17,290.0
2024,India,Neurological disorders,57.14,290.0
2024,Southeast Asia,Neurological disorders,29.43,290.0
2024,Middle East,Neurological disorders,21.77,290.0
2024,Africa,Neurological disorders,65.27,290.0
2024,Latin America,Neurological disorders,21.24,290.0
2024,Oceania,Neurological disorders,2.76,290.0
2025,North America,Neurological disorders,14.68,295.0
2025,Western Europe,Neurological disorders,18.59,295.0
2025,Eastern Europe,Neurological disorders,11.39,295.0
2025,China,Neurological disorders,55.19,295.0
2025,India,Neurological disorders,60.76,295.0
2025,Southeast Asia,Neurological disorders,29.83,295.0
2025,Middle East,Neurological disorders,20.38,295.0
2025,Africa,Neurological disorders,62.39,295.0
2025,Latin America,Neurological disorders,22.17,295.0
2025,Oceania,Neurological disorders,3.03,295.0
2026,North America,Neurological disorders,15.21,300.0
2026,Western Europe,Neurological disorders,17.71,300.0
2026,Eastern Europe,Neurological disorders,12.02,300.0
2026,China,Neurological disorders,54.36,300.0
2026,India,Neurological disorders,60.97,300.0
2026,Southeast Asia,Neurological disorders,30.89,300.0
2026,Middle East,Neurological disorders,20.35,300.0
2026,Africa,Neurological disorders,62.24,300.0
2026,Latin America,Neurological disorders,21.07,300.0
2026,Oceania,Neurological disorders,2.8,300.0
2010,North America,Mental disorders,7.16,145.0
2010,Western Europe,Mental disorders,8.52,145.0
2010,Eastern Europe,Mental disorders,5.92,145.0
2010,China,Mental disorders,28.25,145.0
2010,India,Mental disorders,26.83,145.0
2010,Southeast Asia,Mental disorders,15.88,145.0
2010,Middle East,Mental disorders,10.06,145.0
2010,Africa,Mental disorders,32.35,145.0
2010,Latin America,Mental disorders,9.59,145.0
2010,Oceania,Mental disorders,1.51,145.0
2011,North America,Mental disorders,7.36,147.0
2011,Western Europe,Mental disorders,8.8,147.0
2011,Eastern Europe,Mental disorders,5.44,147.0
2011,China,Mental disorders,26.54,147.0
2011,India,Mental disorders,30.41,147.0
2011,Southeast Asia,Mental disorders,14.56,147.0
2011,Middle East,Mental disorders,10.78,147.0
2011,Africa,Mental disorders,33.84,147.0
2011,Latin America,Mental disorders,10.03,147.0
2011,Oceania,Mental disorders,1.57,147.0
2012,North America,Mental disorders,7.46,149.0
2012,Western Europe,Mental disorders,8.96,149.0
2012,Eastern Europe,Mental disorders,5.98,149.0
2012,China,Mental disorders,26.89,149.0
2012,India,Mental disorders,26.82,149.0
2012,Southeast Asia,Mental disorders,14.79,149.0
2012,Middle East,Mental disorders,9.88,149.0
2012,Africa,Mental disorders,34.98,149.0
2012,Latin America,Mental disorders,11.11,149.0
2012,Oceania,Mental disorders,1.54,149.0
2013,North America,Mental disorders,7.48,151.0
2013,Western Europe,Mental disorders,8.7,151.0
2013,Eastern Europe,Mental disorders,5.88,151.0
2013,China,Mental disorders,29.38,151.0
2013,India,Mental disorders,29.38,151.0
2013,Southeast Asia,Mental disorders,13.74,151.0
2013,Middle East,Mental disorders,11.01,151.0
2013,Africa,Mental disorders,35.27,151.0
2013,Latin America,Mental disorders,11.3,151.0
2013,Oceania,Mental disorders,1.57,151.0
2014,North America,Mental disorders,8.03,153.0
2014,Western Europe,Mental disorders,9.2,153.0
2014,Eastern Europe,Mental disorders,5.63,153.0
2014,China,Mental disorders,27.57,153.0
2014,India,Mental disorders,31.37,153.0
2014,Southeast Asia,Mental disorders,15.22,153.0
2014,Middle East,Mental disorders,10.63,153.0
2014,Africa,Mental disorders,32.39,153.0
2014,Latin America,Mental disorders,10.29,153.0
2014,Oceania,Mental disorders,1.65,153.0
2015,North America,Mental disorders,8.35,155.0
2015,Western Europe,Mental disorders,9.3,155.0
2015,Eastern Europe,Mental disorders,6.27,155.0
2015,China,Mental disorders,26.83,155.0
2015,India,Mental disorders,31.81,155.0
2015,Southeast Asia,Mental disorders,16.63,155.0
2015,Middle East,Mental disorders,10.21,155.0
2015,Africa,Mental disorders,34.74,155.0
2015,Latin America,Mental disorders,11.09,155.0
2015,Oceania,Mental disorders,1.58,155.0
2016,North America,Mental disorders,8.37,156.8
2016,Western Europe,Mental disorders,10.2,156.8
2016,Eastern Europe,Mental disorders,6.21,156.8
2016,China,Mental disorders,28.99,156.8
2016,India,Mental disorders,31.46,156.8
2016,Southeast Asia,Mental disorders,15.28,156.8
2016,Middle East,Mental disorders,11.09,156.8
2016,Africa,Mental disorders,35.42,156.8
2016,Latin America,Mental disorders,11.07,156.8
2016,Oceania,Mental disorders,1.51,156.8
2017,North America,Mental disorders,7.78,158.5
2017,Western Europe,Mental disorders,9.34,158.5
2017,Eastern Europe,Mental disorders,6.13,158.5
2017,China,Mental disorders,28.89,158.5
2017,India,Mental disorders,32.23,158.5
2017,Southeast Asia,Mental disorders,16.48,158.5
2017,Middle East,Mental disorders,10.72,158.5
2017,Africa,Mental disorders,34.07,158.5
2017,Latin America,Mental disorders,11.81,158.5
2017,Oceania,Mental disorders,1.57,158.5
2018,North America,Mental disorders,8.02,160.2
2018,Western Europe,Mental disorders,9.55,160.2
2018,Eastern Europe,Mental disorders,6.71,160.2
2018,China,Mental disorders,30.23,160.2
2018,India,Mental disorders,33.51,160.2
2018,Southeast Asia,Mental disorders,16.04,160.2
2018,Middle East,Mental disorders,10.83,160.2
2018,Africa,Mental disorders,38.08,160.2
2018,Latin America,Mental disorders,11.61,160.2
2018,Oceania,Mental disorders,1.57,160.2
2019,North America,Mental disorders,8.57,162.0
2019,Western Europe,Mental disorders,9.51,162.0
2019,Eastern Europe,Mental disorders,6.86,162.0
2019,China,Mental disorders,30.94,162.0
2019,India,Mental disorders,31.23,162.0
2019,Southeast Asia,Mental disorders,16.58,162.0
2019,Middle East,Mental disorders,11.7,162.0
2019,Africa,Mental disorders,39.57,162.0
2019,Latin America,Mental disorders,11.01,162.0
2019,Oceania,Mental disorders,1.72,162.0
2020,North America,Mental disorders,8.66,173.0
2020,Western Europe,Mental disorders,9.88,173.0
2020,Eastern Europe,Mental disorders,6.89,173.0
2020,China,Mental disorders,31.14,173.0
2020,India,Mental disorders,33.17,173.0
2020,Southeast Asia,Mental disorders,17.52,173.0
2020,Middle East,Mental disorders,12.58,173.0
2020,Africa,Mental disorders,38.42,173.0
2020,Latin America,Mental disorders,11.85,173.0
2020,Oceania,Mental disorders,1.72,173.0
2021,North America,Mental disorders,9.2,184.0
2021,Western Europe,Mental disorders,11.14,184.0
2021,Eastern Europe,Mental disorders,7.69,184.0
2021,China,Mental disorders,33.48,184.0
2021,India,Mental disorders,34.79,184.0
2021,Southeast Asia,Mental disorders,17.99,184.0
2021,Middle East,Mental disorders,12.97,184.0
2021,Africa,Mental disorders,42.34,184.0
2021,Latin America,Mental disorders,13.57,184.0
2021,Oceania,Mental disorders,1.98,184.0
2022,North America,Mental disorders,9.35,186.0
2022,Western Europe,Mental disorders,11.51,186.0
2022,Eastern Europe,Mental disorders,7.02,186.0
2022,China,Mental disorders,34.06,186.0
2022,India,Mental disorders,35.63,186.0
2022,Southeast Asia,Mental disorders,18.55,186.0
2022,Middle East,Mental disorders,14.7,186.0
2022,Africa,Mental disorders,41.42,186.0
2022,Latin America,Mental disorders,12.58,186.0
2022,Oceania,Mental disorders,1.89,186.0
2023,North America,Mental disorders,9.21,188.0
2023,Western Europe,Mental disorders,10.85,188.0
2023,Eastern Europe,Mental disorders,8.18,188.0
2023,China,Mental disorders,35.32,188.0
2023,India,Mental disorders,38.12,188.0
2023,Southeast Asia,Mental disorders,18.51,188.0
2023,Middle East,Mental disorders,13.0,188.0
2023,Africa,Mental disorders,43.99,188.0
2023,Latin America,Mental disorders,13.32,188.0
2023,Oceania,Mental disorders,1.66,188.0
2024,North America,Mental disorders,10.47,190.0
2024,Western Europe,Mental disorders,11.48,190.0
2024,Eastern Europe,Mental disorders,7.71,190.0
2024,China,Mental disorders,35.72,190.0
2024,India,Mental disorders,38.71,190.0
2024,Southeast Asia,Mental disorders,19.58,190.0
2024,Middle East,Mental disorders,13.08,190.0
2024,Africa,Mental disorders,39.79,190.0
2024,Latin America,Mental disorders,13.45,190.0
2024,Oceania,Mental disorders,2.01,190.0
2025,North America,Mental disorders,9.38,192.5
2025,Western Europe,Mental disorders,11.22,192.5
2025,Eastern Europe,Mental disorders,8.09,192.5
2025,China,Mental disorders,34.02,192.5
2025,India,Mental disorders,37.87,192.5
2025,Southeast Asia,Mental disorders,18.96,192.5
2025,Middle East,Mental disorders,13.44,192.5
2025,Africa,Mental disorders,39.77,192.5
2025,Latin America,Mental disorders,13.19,192.5
2025,Oceania,Mental disorders,1.94,192.5
2026,North America,Mental disorders,9.84,195.0
2026,Western Europe,Mental disorders,12.25,195.0
2026,Eastern Europe,Mental disorders,8.4,195.0
2026,China,Mental disorders,37.29,195.0
2026,India,Mental disorders,40.45,195.0
2026,Southeast Asia,Mental disorders,19.38,195.0
2026,Middle East,Mental disorders,13.31,195.0
2026,Africa,Mental disorders,42.93,195.0
2026,Latin America,Mental disorders,13.97,195.0
2026,Oceania,Mental disorders,2.02,195.0
2010,North America,HIV/AIDS,0.67,65.0
2010,Western Europe,HIV/AIDS,3.88,65.0
2010,Eastern Europe,HIV/AIDS,2.68,65.0
2010,China,HIV/AIDS,12.31,65.0
2010,India,HIV/AIDS,13.47,65.0
2010,Southeast Asia,HIV/AIDS,6.49,65.0
2010,Middle East,HIV/AIDS,4.4,65.0
2010,Africa,HIV/AIDS,34.54,65.0
2010,Latin America,HIV/AIDS,4.43,65.0
2010,Oceania,HIV/AIDS,0.66,65.0
2011,North America,HIV/AIDS,0.63,62.0
2011,Western Europe,HIV/AIDS,3.52,62.0
2011,Eastern Europe,HIV/AIDS,2.43,62.0
2011,China,HIV/AIDS,11.27,62.0
2011,India,HIV/AIDS,11.96,62.0
2011,Southeast Asia,HIV/AIDS,6.31,62.0
2011,Middle East,HIV/AIDS,4.29,62.0
2011,Africa,HIV/AIDS,33.13,62.0
2011,Latin America,HIV/AIDS,4.35,62.0
2011,Oceania,HIV/AIDS,0.63,62.0
2012,North America,HIV/AIDS,0.57,59.0
2012,Western Europe,HIV/AIDS,3.51,59.0
2012,Eastern Europe,HIV/AIDS,2.4,59.0
2012,China,HIV/AIDS,10.3,59.0
2012,India,HIV/AIDS,11.04,59.0
2012,Southeast Asia,HIV/AIDS,5.55,59.0
2012,Middle East,HIV/AIDS,4.06,59.0
2012,Africa,HIV/AIDS,30.78,59.0
2012,Latin America,HIV/AIDS,4.07,59.0
2012,Oceania,HIV/AIDS,0.63,59.0
2013,North America,HIV/AIDS,0.53,56.0
2013,Western Europe,HIV/AIDS,3.32,56.0
2013,Eastern Europe,HIV/AIDS,2.44,56.0
2013,China,HIV/AIDS,10.25,56.0
2013,India,HIV/AIDS,11.04,56.0
2013,Southeast Asia,HIV/AIDS,5.56,56.0
2013,Middle East,HIV/AIDS,3.99,56.0
2013,Africa,HIV/AIDS,32.96,56.0
2013,Latin America,HIV/AIDS,3.84,56.0
2013,Oceania,HIV/AIDS,0.54,56.0
2014,North America,HIV/AIDS,0.5,53.0
2014,Western Europe,HIV/AIDS,3.19,53.0
2014,Eastern Europe,HIV/AIDS,2.0,53.0
2014,China,HIV/AIDS,9.36,53.0
2014,India,HIV/AIDS,10.22,53.0
2014,Southeast Asia,HIV/AIDS,5.53,53.0
2014,Middle East,HIV/AIDS,3.64,53.0
2014,Africa,HIV/AIDS,29.62,53.0
2014,Latin America,HIV/AIDS,3.48,53.0
2014,Oceania,HIV/AIDS,0.53,53.0
2015,North America,HIV/AIDS,0.48,50.0
2015,Western Europe,HIV/AIDS,2.95,50.0
2015,Eastern Europe,HIV/AIDS,2.18,50.0
2015,China,HIV/AIDS,9.34,50.0
2015,India,HIV/AIDS,9.95,50.0
2015,Southeast Asia,HIV/AIDS,5.68,50.0
2015,Middle East,HIV/AIDS,3.37,50.0
2015,Africa,HIV/AIDS,28.81,50.0
2015,Latin America,HIV/AIDS,3.29,50.0
2015,Oceania,HIV/AIDS,0.5,50.0
2016,North America,HIV/AIDS,0.45,47.2
2016,Western Europe,HIV/AIDS,2.86,47.2
2016,Eastern Europe,HIV/AIDS,1.89,47.2
2016,China,HIV/AIDS,8.4,47.2
2016,India,HIV/AIDS,9.87,47.2
2016,Southeast Asia,HIV/AIDS,4.62,47.2
2016,Middle East,HIV/AIDS,3.35,47.2
2016,Africa,HIV/AIDS,26.85,47.2
2016,Latin America,HIV/AIDS,3.12,47.2
2016,Oceania,HIV/AIDS,0.46,47.2
2017,North America,HIV/AIDS,0.45,44.5
2017,Western Europe,HIV/AIDS,2.74,44.5
2017,Eastern Europe,HIV/AIDS,1.88,44.5
2017,China,HIV/AIDS,7.94,44.5
2017,India,HIV/AIDS,8.79,44.5
2017,Southeast Asia,HIV/AIDS,4.3,44.5
2017,Middle East,HIV/AIDS,3.16,44.5
2017,Africa,HIV/AIDS,24.19,44.5
2017,Latin America,HIV/AIDS,3.08,44.5
2017,Oceania,HIV/AIDS,0.44,44.5
2018,North America,HIV/AIDS,0.43,41.8
2018,Western Europe,HIV/AIDS,2.45,41.8
2018,Eastern Europe,HIV/AIDS,1.62,41.8
2018,China,HIV/AIDS,7.65,41.8
2018,India,HIV/AIDS,7.4,41.8
2018,Southeast Asia,HIV/AIDS,4.08,41.8
2018,Middle East,HIV/AIDS,2.79,41.8
2018,Africa,HIV/AIDS,24.09,41.8
2018,Latin America,HIV/AIDS,2.87,41.8
2018,Oceania,HIV/AIDS,0.41,41.8
2019,North America,HIV/AIDS,0.39,39.0
2019,Western Europe,HIV/AIDS,2.28,39.0
2019,Eastern Europe,HIV/AIDS,1.54,39.0
2019,China,HIV/AIDS,7.05,39.0
2019,India,HIV/AIDS,7.67,39.0
2019,Southeast Asia,HIV/AIDS,3.83,39.0
2019,Middle East,HIV/AIDS,2.62,39.0
2019,Africa,HIV/AIDS,20.48,39.0
2019,Latin America,HIV/AIDS,2.74,39.0
2019,Oceania,HIV/AIDS,0.39,39.0
2020,North America,HIV/AIDS,0.35,37.5
2020,Western Europe,HIV/AIDS,2.32,37.5
2020,Eastern Europe,HIV/AIDS,1.55,37.5
2020,China,HIV/AIDS,7.02,37.5
2020,India,HIV/AIDS,7.59,37.5
2020,Southeast Asia,HIV/AIDS,3.85,37.5
2020,Middle East,HIV/AIDS,2.86,37.5
2020,Africa,HIV/AIDS,20.38,37.5
2020,Latin America,HIV/AIDS,2.52,37.5
2020,Oceania,HIV/AIDS,0.35,37.5
2021,North America,HIV/AIDS,0.39,36.0
2021,Western Europe,HIV/AIDS,2.32,36.0
2021,Eastern Europe,HIV/AIDS,1.39,36.0
2021,China,HIV/AIDS,6.29,36.0
2021,India,HIV/AIDS,7.11,36.0
2021,Southeast Asia,HIV/AIDS,3.78,36.0
2021,Middle East,HIV/AIDS,2.39,36.0
2021,Africa,HIV/AIDS,18.3,36.0
2021,Latin America,HIV/AIDS,2.75,36.0
2021,Oceania,HIV/AIDS,0.36,36.0
2022,North America,HIV/AIDS,0.35,34.7
2022,Western Europe,HIV/AIDS,2.06,34.7
2022,Eastern Europe,HIV/AIDS,1.41,34.7
2022,China,HIV/AIDS,5.87,34.7
2022,India,HIV/AIDS,6.7,34.7
2022,Southeast Asia,HIV/AIDS,3.48,34.7
2022,Middle East,HIV/AIDS,2.22,34.7
2022,Africa,HIV/AIDS,18.84,34.7
2022,Latin America,HIV/AIDS,2.39,34.7
2022,Oceania,HIV/AIDS,0.34,34.7
2023,North America,HIV/AIDS,0.33,33.3
2023,Western Europe,HIV/AIDS,1.92,33.3
2023,Eastern Europe,HIV/AIDS,1.24,33.3
2023,China,HIV/AIDS,6.03,33.3
2023,India,HIV/AIDS,6.59,33.3
2023,Southeast Asia,HIV/AIDS,3.15,33.3
2023,Middle East,HIV/AIDS,2.34,33.3
2023,Africa,HIV/AIDS,18.12,33.3
2023,Latin America,HIV/AIDS,2.29,33.3
2023,Oceania,HIV/AIDS,0.31,33.3
2024,North America,HIV/AIDS,0.33,32.0
2024,Western Europe,HIV/AIDS,1.83,32.0
2024,Eastern Europe,HIV/AIDS,1.28,32.0
2024,China,HIV/AIDS,5.58,32.0
2024,India,HIV/AIDS,6.3,32.0
2024,Southeast Asia,HIV/AIDS,3.35,32.0
2024,Middle East,HIV/AIDS,2.29,32.0
2024,Africa,HIV/AIDS,18.41,32.0
2024,Latin America,HIV/AIDS,2.27,32.0
2024,Oceania,HIV/AIDS,0.33,32.0
2025,North America,HIV/AIDS,0.29,31.0
2025,Western Europe,HIV/AIDS,1.84,31.0
2025,Eastern Europe,HIV/AIDS,1.23,31.0
2025,China,HIV/AIDS,5.86,31.0
2025,India,HIV/AIDS,6.08,31.0
2025,Southeast Asia,HIV/AIDS,3.13,31.0
2025,Middle East,HIV/AIDS,2.19,31.0
2025,Africa,HIV/AIDS,17.86,31.0
2025,Latin America,HIV/AIDS,2.16,31.0
2025,Oceania,HIV/AIDS,0.32,31.0
2026,North America,HIV/AIDS,0.28,30.0
2026,Western Europe,HIV/AIDS,1.69,30.0
2026,Eastern Europe,HIV/AIDS,1.1,30.0
2026,China,HIV/AIDS,5.57,30.0
2026,India,HIV/AIDS,6.16,30.0
2026,Southeast Asia,HIV/AIDS,3.11,30.0
2026,Middle East,HIV/AIDS,2.04,30.0
